ردیف	شماره کوتاژ	تاریخ کوتاژ	کد تعرفه	شرح کالا	وزن ناخالص	ارزش ریالی کالا	ارزش ارزی اظهارنامه	شماره قبض انبار	محل ارزیابی	مرحله اظهارنامه	حقوق استنباطی گمرک	واریزی اموال تملیکی	وضعیت کالا	تاریخ اعلام به اموال تملیکی	تاریخ خروج کالا  از گمرک توسط اموال تملیکی
138	128386	1401/2/8 12:6:41	68041000	صفحه سنگ فرز به مارک TOPAN	200	42000000	1000	136677	گمرک کیش	درب خروج	6111200	0	در انتظار پرداخت	11265387	1402/02139652-1402/05/03
139	128395	1401/2/7 15:52:10	85366990	کابل اتصال برق کامپیوتر و  cd	0.5	420000	10	106013	گمرک کیش	درب خروج	371000	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
140	128398	1401/2/19 11:0:43	82075090	مته دریل به مارک HSS	40	58800000	1400	165894	گمرک کیش	درب خروج	18345800	0	در انتظار پرداخت	99/1216700	1404/03/18 - 04135787
141	128401	1401/2/8 11:26:30	82075090	مته دریل به مارک AP TECH	26	21000000	500	171911	گمرک کیش	درب خروج	4223000	0	در انتظار پرداخت	1401/273614	1402/2135536-1402/03/20
142	128410	1401/2/8 12:7:23	85340000	برد الکترونیکی به مارک KINGSTON	45	66150000	1575	173470	گمرک کیش	درب خروج	20639000	0	در انتظار پرداخت	1401/274726	1402/02139652-1402/05/03
143	128419	1401/2/7 15:52:25	84562000	تمیز کننده  سطوح عینک و ساعت	7	126000000	3000	103430	گمرک کیش	درب خروج	103350000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
144	128452	1401/2/9 14:19:3	84833000	یاتاقان	550	346500000	8250	115205	گمرک کیش	درب خروج	306075000	0	در انتظار پرداخت	1401/274856	1402/2135536-1402/03/20
145	128455	1401/2/9 10:37:48	85235100	زونکن اوراق و CD	1	252000	6	139720	گمرک کیش	درب خروج	36814	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
146	128536	1401/2/7 15:51:28	85369090	قطعات ریز الکترونیک به مارک EVERLIGHT	12	10500000	250	116068	گمرک کیش	درب خروج	15900000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
147	128554	1401/2/8 11:51:33	76161010	میخ پرچ به مارک TECH	16	3360000	80	196699	گمرک کیش	درب خروج	1784834	0	در انتظار پرداخت	1401/198111	1402/2135536-1402/03/20
148	128560	1401/2/8 11:53:34	76161010	میخ پرچ به مارک TECH	13	2730000	65	196700	گمرک کیش	درب خروج	1450180	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
149	128566	1401/2/8 11:48:5	76161010	میخ پرچ به مارک TECH	21	4410000	105	196701	گمرک کیش	درب خروج	2342660	0	در انتظار پرداخت	99/198442	1404/03/18 - 04135787
150	128569	1401/2/8 11:22:39	82075090	مته دریل به مارک HSS	16	13440000	320	177725	گمرک کیش	درب خروج	11872000	0	در انتظار پرداخت	1401/175788	1402/2135536-1402/03/20
151	128572	1401/2/7 15:51:10	85369090	قطعات شاخه ای  الکترونیک	0.5	420000	10	118424	گمرک کیش	درب خروج	636000	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
152	128581	1401/2/7 15:51:3	85369090	قطعات شاخه ای  الکترونیک	500	420000000	10000	120485	گمرک کیش	درب خروج	636000000	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
153	128584	1401/2/8 11:45:13	82075090	مته دریل به مارک HSS	16	11424000	272	186406	گمرک کیش	درب خروج	2296226	0	در انتظار پرداخت	1401/175788	1402/2135536-1402/03/20
154	128590	1401/2/9 14:15:43	82075090	مته دریل به مارک HSS	14	9996000	238	178193	گمرک کیش	درب خروج	8829800	0	در انتظار پرداخت	99/198442	1402/2135536-1402/03/20
155	128593	1401/2/9 14:20:7	68041000	سنگ فرز  مارک DAHUA	80	16800000	400	145491	گمرک کیش	درب خروج	13780000	0	در انتظار پرداخت	1401/273639	1402/2135536-1402/03/20
156	128596	1401/2/8 11:21:50	85235100	CD سی دی	2	504000	12	180344	گمرک کیش	درب خروج	73428	0	در انتظار پرداخت	11264847	1402/02139652-1402/05/03
157	128602	1401/2/9 14:19:56	85340000	برد الکترونیک سوار شده	60	88200000	2100	115378	گمرک کیش	درب خروج	72345000	0	در انتظار پرداخت	1401/273643	1402/02139652-1402/05/03
158	128605	1401/2/6 14:32:8	39269099	کاور ژله ای موبایل	10	8400000	200	165553	گمرک کیش	درب خروج	7420000	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
159	128611	1401/2/8 12:6:20	68041000	سنگ فرز به مارک BIN HAM	18	3780000	90	139340	گمرک کیش	درب خروج	550010	0	در انتظار پرداخت	1401/141558	1402/02139652-1402/05/03
160	128614	1401/2/6 15:13:53	65069100	کلاه پلاستیکی یکبار مصرف به مارک FARI STAR	342	50400000	1200	135244	گمرک کیش	درب خروج	130380000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
161	128617	1401/2/9 14:18:42	84833000	یاتاقان	400	252000000	6000	115376	گمرک کیش	درب خروج	222600000	0	در انتظار پرداخت	99/1216700	1402/2135536-1402/03/20
162	128620	1401/2/8 11:46:41	82075090	مته دریل به مارک HSS	26	18564000	442	188473	گمرک کیش	درب خروج	3731386	0	در انتظار پرداخت	11263616	1402/2135536-1402/03/20
163	128623	1401/2/6 15:55:12	68041000	صفحه سنگ برش به مارک BIN HAM  و میخ پرچ	182	38220000	910	130858	گمرک کیش	درب خروج	5561012	0	در انتظار پرداخت	1401/282668	1402/02139652-1402/05/03
164	128629	1401/2/6 15:40:38	82075090	مته  مارک HSS	20	16800000	400	188475	گمرک کیش	درب خروج	14840000	0	در انتظار پرداخت	1401/141558	1402/02139652-1402/05/03
165	128644	1401/2/8 11:41:27	82075090	مته دریل به مارک HSS	16	13440000	320	192638	گمرک کیش	درب خروج	2701560	0	در انتظار پرداخت	1401/277762	1402/2135536-1402/03/20
166	128647	1401/2/6 16:38:36	85369090	قطعات سوار شده الکترونیک بصورت  شاخه ای	5	4200000	100	143575	گمرک کیش	درب خروج	1310600	0	در انتظار پرداخت	99/1216700	1404/03/18 - 04135787
167	128653	1401/2/6 15:4:1	76161010	میخ پرچ به مارک TECH	40	8400000	200	192639	گمرک کیش	درب خروج	21753400	0	در انتظار پرداخت	99/1216700	1402/2135536-1402/03/20
168	128656	1401/2/9 14:18:21	84833000	یاتاقان	200	126000000	3000	115377	گمرک کیش	درب خروج	111300000	0	در انتظار پرداخت	1401/274845	1402/02139652-1402/05/03
169	128662	1401/2/8 11:30:49	82075090	مته دریل به مارک HSS	21	17640000	420	194400	گمرک کیش	درب خروج	3545660	0	در انتظار پرداخت	1401/141558	1402/2135536-1402/03/20
170	128668	1401/2/8 11:57:8	76161010	میخ پرچ به مارک TECH	22	4620000	110	194402	گمرک کیش	درب خروج	2454320	0	در انتظار پرداخت	1401/284473	1402/2135536-1402/03/20
171	128671	1401/2/6 14:32:37	85183010	هندزفری  فندکی	10	33600000	800	186101	گمرک کیش	درب خروج	27560000	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
172	128677	1401/2/8 12:2:15	76161010	میخ پرچ به مارک TECH	20	4200000	100	194403	گمرک کیش	درب خروج	2231200	0	در انتظار پرداخت	1401/284389	1402/2135536-1402/03/20
173	128680	1401/2/8 12:4:7	76161010	میخ پرچ به مارک TECH	19	3990000	95	194398	گمرک کیش	درب خروج	2120740	0	در انتظار پرداخت	1401/282998	1402/2135536-1402/03/20
174	128683	1401/2/8 11:37:41	82075090	مته دریل به مارک HSS	26	21840000	520	186167	گمرک کیش	درب خروج	4389860	0	در انتظار پرداخت	11263838	1402/2135536-1402/03/20
175	128686	1401/3/1 13:36:41	83079000	لوله های مسی دو سر رزوه	90	33600000	800	126848	گمرک کیش	درب خروج	50690962	0	در انتظار پرداخت	99/1216700	1404/03/18 - 04135787
176	128689	1401/2/8 11:43:15	82075090	مته دریل به مارک HSS	23	16380000	390	186407	گمرک کیش	درب خروج	3292400	0	در انتظار پرداخت	11263771	1404/03/18 - 04135787
177	128695	1401/2/8 12:0:38	76161010	میخ پرچ به مارک TECH	24	5040000	120	194404	گمرک کیش	درب خروج	2677440	0	در انتظار پرداخت	1401/175788	1402/2135536-1402/03/20
178	128701	1401/2/9 14:17:59	39269099	کاور ژله ای موبایل یه مارک LINK BITS	30	25200000	600	165642	گمرک کیش	درب خروج	22260000	0	در انتظار پرداخت	1401/274807	1402/02139652-1402/05/03
179	128704	1401/2/8 11:33:18	82075090	مته دریل به مارک HSS	15	12600000	300	195227	گمرک کیش	درب خروج	2507400	0	در انتظار پرداخت	11263872	1402/2135536-1402/03/20
180	128707	1401/2/6 15:54:57	68041000	صفحه سنگ برش	1200	252000000	6000	137702	گمرک کیش	درب خروج	36666200	0	در انتظار پرداخت	1401/283005	1402/2135536-1402/03/20
181	128713	1401/2/6 15:40:54	96121000	ریبون پرینتر سوزنی و قطعات فلزی نیم دایره ای	280	94500000	2250	115404	گمرک کیش	درب خروج	83475000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
182	128716	1401/2/9 14:13:31	82075090	مته دریل مارک HSS	15	10710000	255	172556	گمرک کیش	درب خروج	9460500	0	در انتظار پرداخت	1401/277766	1402/2135536-1402/03/20
183	128722	1401/2/9 14:15:53	82075090	مته دریل به مارک HSS	39	27846000	663	173029	گمرک کیش	درب خروج	24597300	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
184	128725	1401/2/7 15:53:27	85369090	قطعات شاخه ای  الکترونیک	0.5	840000	20	103850	گمرک کیش	درب خروج	1272000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
185	128728	1401/2/9 14:14:42	82075090	مته دریل مارک HSS	7	4998000	119	174647	گمرک کیش	درب خروج	4414900	0	در انتظار پرداخت	1401/284386	1402/2135536-1402/03/20
186	128731	1401/2/7 15:50:55	85369090	قطعات ریز الکترونیک	0.2	420000	10	113012	گمرک کیش	درب خروج	636000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
187	128734	1401/2/9 14:16:19	82075090	مته دریل به مارک HSS	19	15246000	363	176074	گمرک کیش	درب خروج	16981300	0	در انتظار پرداخت	1401/274749	1402/2135536-1402/03/20
188	128734	1401/2/9 14:16:19	34011110	صابون	10	15246000	363	176074	گمرک کیش	درب خروج	16981300	0	در انتظار پرداخت	1401/274749	1402/2135536-1402/03/20
189	128737	1401/2/7 16:4:30	85369090	قطعات شاخه ای  الکترونیک	1	1680000	40	115399	گمرک کیش	درب خروج	2544000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
190	128755	1401/2/7 15:53:8	85369090	قطعات ریز الکترونیک به مارک EVERLIGHT	6	5040000	120	116073	گمرک کیش	درب خروج	1908336	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
191	128776	1401/2/9 10:37:2	85369090	مدار ریز الکترونیکی	2	1680000	40	126035	گمرک کیش	درب خروج	2544000	0	در انتظار پرداخت	11265402	1404/03/18 - 04135787
192	128779	1401/2/8 12:6:39	76161010	میخ پرچ به مارک TECH	15	3150000	75	195870	گمرک کیش	درب خروج	1682300	0	در انتظار پرداخت	1401/175788	1402/2135536-1402/03/20
193	128782	1401/2/9 10:36:41	85235100	زونکن اوراق و CD	1	252000	6	139721	گمرک کیش	درب خروج	206700	0	در انتظار پرداخت	1401/284475	1404/03/18 - 04135787
194	128785	1401/2/6 15:29:7	85340000	برد الکترونیک بصورت سوار شده	20	67200000	1600	116064	گمرک کیش	درب خروج	59360000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
195	128791	1401/2/7 15:52:52	85369090	قطعات ریز الکترونیک به مارک EVERLIGHT	20	16800000	400	116066	گمرک کیش	درب خروج	25440000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
196	128800	1401/2/7 15:51:18	85369090	قطعات ریز الکترونیک به مارک EVERLIGHT	12	10500000	250	116071	گمرک کیش	درب خروج	15900000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
197	128806	1401/2/6 16:41:44	85369090	قطعات شاخه ای الکترونیک	3	686220	60	154258	گمرک کیش	درب خروج	3816000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
198	128809	1401/2/6 16:33:11	85369090	قطعات الکترونیک بصورت شاخه ای	5	4200000	100	156221	گمرک کیش	درب خروج	6360000	0	در انتظار پرداخت	1401/198119	1402/02139652-1402/05/03
199	128812	1401/2/8 11:55:34	76161010	میخ پرچ به مارک TECH	17	3570000	85	183165	گمرک کیش	درب خروج	1896420	0	در انتظار پرداخت	99/1216700	1402/2135536-1402/03/20
200	128815	1401/2/6 16:28:21	85369090	قطعات شاخه ای الکترونیک	7	5880000	140	148654	گمرک کیش	درب خروج	8904000	0	در انتظار پرداخت	1401/198127	1402/02139652-1402/05/03
201	128824	1401/2/7 15:51:37	21011200	عصاره نوشابه به مارک TEISSIRE	10	4200000	100	117729	گمرک کیش	درب خروج	3710000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
202	128830	1401/3/1 13:54:51	84142000	تلمبه دستی به مشخصات BEE PUMP	4720	991200000	23600	108656	گمرک کیش	درب خروج	895384000	0	در انتظار پرداخت	99/1216700	1404/03/18 - 04135787
203	128833	1401/2/6 15:28:47	85369090	قطعات مدارهای الکتریکی	20	16800000	400	116065	گمرک کیش	درب خروج	25527380	0	در انتظار پرداخت	1401/201940	1402/02139652-1402/05/03
204	129176	1401/2/8 13:15:5	82041190	اچار فلزی  و متر پارچه ای	480	151200000	3600	139922	گمرک کیش	درب خروج	80741000	0	در انتظار پرداخت	1401/274675	1402/02139652-1402/05/03
205	129612	1401/2/21 8:9:17	94016900	مته دریل به مارک HSS	21	14700000	350	188476	گمرک کیش	درب خروج	2954900	0	در انتظار پرداخت	1401/202021	1404/03/18 - 04135787
206	130313	1401/3/2 14:56:43	71031090	نگین نیمه گرانبها بنفش رنگ	250	420000000	10000	127541	گمرک کیش	درب خروج	410600100	0	در انتظار پرداخت	98/1028392	1404/03/18 - 04135787
207	130334	1401/3/3 7:54:6	84145990	فن کامپیوتر به مارک INTEL	40	8400000	200	124722	گمرک کیش	درب خروج	7460432	0	در انتظار پرداخت	1401/175788	1404/03/18 - 04135787
208	143262	1401/11/10 14:44:0	82075090	مته دریل	20	89419779	289	177787	گمرک کیش	درب خروج	10105132	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
209	143304	1401/11/10 15:7:31	82075090	مته و سر دریل	20	94679766	306	174155	گمرک کیش	درب خروج	10614198	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
210	143307	1401/11/10 15:22:13	85044040	لوازم جانبی موبایل	20	123764400	400	183573	گمرک کیش	درب خروج	36634276	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
211	143310	1401/11/11 7:26:30	82075090	مته دریل معمولی	24	96900000	340	189145	گمرک کیش	درب خروج	10903420	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
212	143313	1401/11/11 7:40:31	87032120	یکدستگاه موتور 3 چرخ	200	855000000	3000	121294	گمرک کیش	درب خروج	171860000	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
213	143316	1401/11/11 7:53:35	85235100	CD خام	5	8550000	30	192257	گمرک کیش	درب خروج	1484280	0	در انتظار پرداخت	1401/1733281	1404/03/18 - 04135787
214	143322	1401/11/11 8:36:45	90328990	سیستم کنترل کننده حرارت به تعداد 2736 عدد	50	7797600000	27360	198294	گمرک کیش	درب خروج	871771680	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
215	143328	1401/11/11 8:54:36	96140000	سیگارالکترونیکی	30	684000000	2400	251980	گمرک کیش	درب خروج	750161454	0	در انتظار پرداخت	1401/1733281	1402/02139652-1402/05/03
216	143334	1401/11/11 9:2:46	85044040	لوازم جانبی موبایل	400	2850000000	10000	198476	گمرک کیش	درب خروج	843600000	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
217	143337	1401/11/11 9:11:47	91022900	ساعت مچی مردانه مارک RENAW	50	19950000000	70000	201856	گمرک کیش	درب خروج	3804750000	0	در انتظار پرداخت	1401/1733281	1404/03/18 - 04135787
218	143337	1401/11/11 9:11:47	90041000	عینگ آفتابی مارک OXYGEN و جلد عینک	200	19950000000	70000	201856	گمرک کیش	درب خروج	3804750000	0	در انتظار پرداخت	1401/1733281	1404/03/18 - 04135787
219	143340	1401/11/11 9:16:50	84672100	مته دریل	20	96900000	340	181181	گمرک کیش	درب خروج	10833420	0	در انتظار پرداخت	1401/1733281	1404/03/18 - 04135787
220	143346	1401/11/11 9:20:14	82075090	مته دریل	15	72675000	255	177618	گمرک کیش	درب خروج	8212275	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
221	143352	1401/11/11 9:34:18	82075090	مته دریل	20	96900000	340	177620	گمرک کیش	درب خروج	10901250	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
222	143361	1401/11/11 9:43:5	82075090	مته دریل	15	72675000	255	179104	گمرک کیش	درب خروج	8179600	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
223	143367	1401/11/11 9:46:37	84672100	مته دریل	8	79800000	280	178099	گمرک کیش	درب خروج	9017600	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
224	143370	1401/11/11 9:57:54	83081000	قلاب و چنگگ پرده	5	8550000	30	147469	گمرک کیش	درب خروج	2193077	0	در انتظار پرداخت	1401/1733281	1402/02139652-1402/05/03
225	143373	1401/11/11 10:5:24	84145920	فن ماشین لباسشوئی	15	77429750	250	152604	گمرک کیش	درب خروج	19744587	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
226	143382	1401/11/11 12:13:28	82075090	مته دریل	30	256500000	900	191087	گمرک کیش	درب خروج	28828000	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
227	143385	1401/11/11 12:17:40	82075090	مته دریل	16	159600000	560	181198	گمرک کیش	درب خروج	17975200	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
228	143388	1401/11/11 12:21:41	84672100	مته دریل	20	199500000	700	181182	گمرک کیش	درب خروج	22444000	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
229	143391	1401/11/11 12:25:23	83012000	قطعات مستعمل خودرو	5	28500000	100	268823	گمرک کیش	درب خروج	5728500	0	در انتظار پرداخت	1401/1733281	1402/02139652-1402/05/03
230	143403	1401/11/11 14:9:22	82075090	مته دریل	13	142500000	500	163064	گمرک کیش	درب خروج	16060000	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
231	143406	1401/11/11 14:12:43	82075090	مته دریل	50	498750000	1750	183790	گمرک کیش	درب خروج	55960000	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
232	143441	1401/11/12 11:13:48	76161010	مته دریل معمولی و میخ پرچ	45	106020000	372	187909	گمرک کیش	درب خروج	46920840	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
233	143447	1401/11/12 11:31:15	76161010	مته دریل و میخ پرچ	40	59850000	210	187903	گمرک کیش	درب خروج	26513700	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
234	143453	1401/11/12 11:40:57	76161010	مته دریل و میخ پرچ	55	88920000	312	187908	گمرک کیش	درب خروج	39402640	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
235	143456	1401/11/12 11:57:39	76161010	مته دریل و میخ پرچ	20	30780000	108	187561	گمرک کیش	درب خروج	13654760	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
236	143462	1401/11/12 12:5:3	76161010	مته دریل و میخ پرچ	40	59850000	210	187904	گمرک کیش	درب خروج	26553700	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
237	143465	1401/11/12 12:9:33	76161010	مته دریل و میخ پرچ	25	34200000	120	187563	گمرک کیش	درب خروج	15216401	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
238	143468	1401/11/12 12:14:10	76161010	مته دریل و میخ پرچ	55	85500000	300	187907	گمرک کیش	درب خروج	37891010	0	در انتظار پرداخت	1401/1733281	1402/2135536-1402/03/20
239	156274	1402/8/1 14:35:19	84264100	جرثقیل	5000	10562825000	35000	535652	گمرک کیش	درب خروج	1546891713	0	خارج نشده	1402.1200269	1404/1402541 - 1404/09/22
240	156280	1402/8/1 14:38:49	87051010	جرثقیل	5000	31688475000	105000	535651	گمرک کیش	درب خروج	4272110660	0	خارج نشده	1402.1200269	1404/1402541 - 1404/09/22
241	167080	1403/3/20 19:27:43	73269090	قطعات خودرو	10	142500000	500	109553	گمرک کیش	درب خروج	30925000	0	خارج نشده	1403/660756 ‪1403/05/13ش 9:39	1404/1402541 - 1404/09/22
242	167095	1403/3/20 20:57:39	91021900	ساعت مچی	100	570000000	2000	130618	گمرک کیش	درب خروج	86080000	0	خارج نشده	1403/660978 ‪1403/05/13ش 9:50	1404/1402541 - 1404/09/22
243	167116	1403/3/20 20:58:57	40111090	تایر خودرو	5	5700000	20	137740	گمرک کیش	درب خروج	2597640	0	خارج نشده	1403/664431 ‪1403/05/13ش 12:24	1404/1402541 - 1404/09/22
244	167119	1403/3/20 20:59:4	33049990	لوازم ارایشی	5	99750000	350	138530	گمرک کیش	درب خروج	43892500	0	خارج نشده	1403/670910 ‪1403/05/13ش 12:25	1404/1402541 - 1404/09/22
245	167137	1403/3/20 20:59:54	33030090	عطر	500	697680000	2448	143763	گمرک کیش	درب خروج	302444280	0	خارج نشده	1403/664454 ‪1403/05/13ش 12:25	1404/1402541 - 1404/09/22
246	167146	1403/3/20 21:0:16	85119000	کولر و یدکی	5	57000000	200	147850	گمرک کیش	درب خروج	8268000	0	خارج نشده	1403/664471 ‪1403/05/13ش 12:26	1404/1402541 - 1404/09/22
247	167164	1403/3/20 21:1:5	85171420	پمپ	2	114000000	400	153066	گمرک کیش	درب خروج	18670000	0	خارج نشده	1403/664482 ‪1403/05/13ش 12:27	1404/1402541 - 1404/09/22
248	167176	1403/3/20 21:1:39	49011000	تبلیغاتی	40	142500000	500	158424	گمرک کیش	درب خروج	21520000	0	خارج نشده	1403/664487 ‪1403/05/13ش 12:27	1404/1402541 - 1404/09/22
249	167182	1403/3/20 21:1:52	49090000	استند	15	42750000	150	160123	گمرک کیش	درب خروج	31138750	0	خارج نشده	1403/670311 ‪1403/05/13ش 12:26	1404/1402541 - 1404/09/22
250	167203	1403/3/20 21:2:28	49029090	ورق تبلیغاتی	40	114000000	400	166053	گمرک کیش	درب خروج	17790000	0	خارج نشده	1403/678803 ‪1403/05/14ش 10:58	1404/1402541 - 1404/09/22
251	167212	1403/3/20 21:2:51	48191000	جعبه پاکت	100	142500000	500	170091	گمرک کیش	درب خروج	22237500	0	خارج نشده	1403/679171 ‪1403/05/14ش 10:36	1404/1402541 - 1404/09/22
252	167230	1403/3/20 21:3:30	87082910	لوازم یدکی	10	85500000	300	175973	گمرک کیش	درب خروج	18125000	0	خارج نشده	1403/677330 ‪1403/05/14ش 10:45	1404/1402541 - 1404/09/22
253	167233	1403/3/20 21:3:36	48114900	دسیک	20	28500000	100	176967	گمرک کیش	درب خروج	10120000	0	خارج نشده	1403/677344 ‪1403/05/14ش 10:45	1404/1402541 - 1404/09/22
254	167260	1403/3/20 21:4:28	72159000	لوازم	2	8550000	30	180619	گمرک کیش	درب خروج	2325750	0	خارج نشده	1403/678215 ‪1403/05/14ش 10:46	1404/1402541 - 1404/09/22
255	167317	1403/3/20 21:6:17	49019900	کتاب	5	14250000	50	186599	گمرک کیش	درب خروج	2218750	0	خارج نشده	1403/680889 ‪1403/05/14ش 13:24	1404/1402541 - 1404/09/22
256	167332	1403/3/20 21:7:3	32082090	رنگ چاپ	60	285000000	1000	193193	گمرک کیش	درب خروج	76025000	0	خارج نشده	1403/681940 ‪1403/05/14ش 13:25	1404/1402541 - 1404/09/22
257	167377	1403/3/20 21:7:27	85234100	لوازم	2	22800000	80	193626	گمرک کیش	درب خروج	16314000	0	خارج نشده	1403/681939 ‪1403/05/14ش 13:25	1404/1402541 - 1404/09/22
258	167389	1403/3/20 21:8:2	84715010	یدکی کامپیوتر	10	57000000	200	197910	گمرک کیش	درب خروج	15605000	0	خارج نشده	1403/682198 ‪1403/05/15ش 10:43	1404/1402541 - 1404/09/22
259	167407	1403/3/20 21:8:48	84715010	کامپیوتر	10	57000000	200	199844	گمرک کیش	درب خروج	15255000	0	خارج نشده	1403/682297 ‪1403/05/15ش 10:51	1404/1402541 - 1404/09/22
260	167410	1403/3/20 21:8:55	73269090	درب قوطی کنسرو	300	256500000	900	200159	گمرک کیش	درب خروج	40057500	0	خارج نشده	1403/682299 ‪1403/05/15ش 10:51	1404/1402541 - 1404/09/22
261	167416	1403/3/20 21:9:14	27101910	روغن موتو ولوازم یدکی	30	142500000	500	200846	گمرک کیش	درب خروج	65010000	0	خارج نشده	1403/683026 ‪1403/05/15ش 10:52	1404/1402541 - 1404/09/22
262	167419	1403/3/20 21:9:20	73269090	درب قوطی کنسرو	150	128250000	450	201005	گمرک کیش	درب خروج	20078750	0	خارج نشده	1403/683027 ‪1403/05/15ش 10:52	1404/1402541 - 1404/09/22
263	167422	1403/3/20 21:9:27	44111499	لوازم	4	14250000	50	201009	گمرک کیش	درب خروج	2258750	0	خارج نشده	1403/683028 ‪1403/05/15ش 10:52	1404/1402541 - 1404/09/22
264	167428	1403/3/20 21:9:36	73269090	درب قوطی کنسرو	120	102600000	360	201035	گمرک کیش	درب خروج	16403000	0	خارج نشده	1403/690297 ‪1403/05/15ش 10:54	1404/1402541 - 1404/09/22
265	167431	1403/3/20 21:9:48	73269090	درب قوطی کنسرو	20	17100000	60	201067	گمرک کیش	درب خروج	2700500	0	خارج نشده	1403/690278 ‪1403/05/24ش 7:39	1404/1402541 - 1404/09/22
266	167437	1403/3/20 21:10:17	49119930	کارت پرواز	25	42750000	150	202279	گمرک کیش	درب خروج	6676250	0	خارج نشده	1403/670319 ‪1403/05/15ش 10:54	1404/1402541 - 1404/09/22
267	167449	1403/3/20 21:10:43	84716020	الکترونیک	15	85500000	300	206189	گمرک کیش	درب خروج	23157500	0	خارج نشده	1403/670341 ‪1403/05/15ش 10:56	1404/1402541 - 1404/09/22
268	167452	1403/3/20 21:10:49	90230090	لوازم طبی	2	28500000	100	206304	گمرک کیش	درب خروج	4604000	0	خارج نشده	1403/670365 ‪1403/05/15ش 10:56	1404/1402541 - 1404/09/22
269	167455	1403/3/20 21:10:57	84719090	لوازم کامپیوتر	25	85500000	300	206827	گمرک کیش	درب خروج	12812000	0	خارج نشده	1403/670438 ‪1403/05/15ش 10:56	1404/1402541 - 1404/09/22
270	167458	1403/3/20 21:11:3	84159090	لوازم	25	142500000	500	206299	گمرک کیش	درب خروج	22587500	0	خارج نشده	1403/670437 ‪1403/05/15ش 10:57	1404/1402541 - 1404/09/22
271	167485	1403/3/20 21:13:5	87082910	دوچرخه و لوازم منزل	30	171000000	600	216761	گمرک کیش	درب خروج	36910000	0	خارج نشده	1403/670652 ‪1403/05/15ش 10:02	1404/1402541 - 1404/09/22
272	167512	1403/3/20 21:14:49	71049990	سنگ دکوری	2	57000000	200	227827	گمرک کیش	درب خروج	8208000	0	خارج نشده	1403/673741 ‪1403/05/15ش 11:40	1404/1402541 - 1404/09/22
273	167554	1403/3/20 21:17:15	87089929	یدکی خودرو	10	28500000	100	241487	گمرک کیش	درب خروج	5417500	0	خارج نشده	1403/673768 ‪1403/05/15ش 13:34	1404/1402541 - 1404/09/22
