ردیف	شماره کوتاژ	تاریخ کوتاژ	کد تعرفه	شرح کالا	وزن ناخالص	ارزش ریالی کالا	ارزش ارزی اظهارنامه	شماره قبض انبار	محل ارزیابی	مرحله اظهارنامه	حقوق استنباطی گمرک	واریزی اموال تملیکی	وضعیت کالا	تاریخ اعلام به اموال تملیکی	تاریخ خروج کالا  از گمرک توسط اموال تملیکی
14	83283	1398/6/6 14:50:58	85423100	قطعه الکترونیکی-TA7680AP	1	6300000	150	114194	گمرک کیش	درب خروج	1333185	0	در انتظار پرداخت	1401/141558	1402/02139652-1402/05/03
15	83286	1398/6/6 14:57:20	85423100	قطعه الکترونیکی-آی سی	1	3360000	80	102406	گمرک کیش	درب خروج	2621130	0	در انتظار پرداخت	1401/141558	1402/02139652-1402/05/03
16	83292	1398/6/6 15:1:56	85423100	قطعه الکترونیکی -KIA6282K-4.6w Dual Audio Power Amplifier	3	9660000	230	110891	گمرک کیش	درب خروج	2066505	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
17	83301	1398/6/6 15:9:54	85072010	عدسی عینک	9	42840000	1020	104641	گمرک کیش	درب خروج	12842340	0	در انتظار پرداخت	98/1028392	1402/02139652-1402/05/03
18	83304	1398/6/6 15:15:18	85423100	قطعه الکترونیکی-آی سی	9	42000	1	113962	گمرک کیش	درب خروج	1822779	0	در انتظار پرداخت	98/1028392	1402/02139652-1402/05/03
19	83307	1398/6/6 15:20:23	85423100	آی سی	6	18480000	440	114291	گمرک کیش	درب خروج	3991470	0	در انتظار پرداخت	98/8/9-98/1028392	1400/1572777-1400/11/16
20	83310	1398/6/6 15:31:33	71049090	سنگ CUBIC ZIRCONIA	35.5	3360000000	80000	132349	گمرک کیش	درب خروج	2818400000	0	در انتظار پرداخت	99/198442	1404/03/18 - 04135787
21	83313	1398/6/6 15:37:38	33030090	عطریات	47	5375390	470	113442	گمرک کیش	درب خروج	2146931	0	در انتظار پرداخت	1401/198102	1402/2135536-1402/03/20
22	83316	1398/6/6 15:43:51	84717090	لوازم کامپیوتر-هارد درایو	37	30240000	720	113049	گمرک کیش	درب خروج	6558090	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
23	83319	1398/6/6 15:49:8	84717090	لوازم کامپیوتر-هارد	90	100800000	2400	113048	گمرک کیش	درب خروج	21957810	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
24	83322	1398/6/6 15:53:8	42023900	لوازم جانبی موبایل	410	315000000	7500	196201	گمرک کیش	درب خروج	328581960	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
25	83325	1398/6/6 15:57:57	85234990	سی دی	100	7728000	184	114314	گمرک کیش	درب خروج	1644846	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
26	83334	1401/3/1 14:34:31	84715020	2 دستگاه سرور به مارک و مشخصه RAID 10TERABAITE و TNN 500A SERVER	30	21000000	500	106620	گمرک کیش	درب خروج	17246200	0	در انتظار پرداخت	1401/175788	1404/03/18 - 04135787
27	83340	1398/6/6 16:14:31	84672920	دستگاه فرز وپولیش	92	25200000	600	110439	گمرک کیش	درب خروج	9616110	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
28	83343	1398/6/6 16:19:27	85044020	لوازم جانبی موبایل	132	84000000	2000	191956	گمرک کیش	درب خروج	47397210	0	در انتظار پرداخت	98/1028392	1402/02139652-1402/05/03
29	83346	1398/6/6 16:24:22	42022900	لوازم جانبی موبایل	150	84000000	2000	186100	گمرک کیش	درب خروج	88041210	0	در انتظار پرداخت	1401/198104	1402/02139652-1402/05/03
30	83349	1398/6/6 16:28:49	42022900	لوازم جانبی موبایل	200	151200000	3600	200163	گمرک کیش	درب خروج	157697610	0	در انتظار پرداخت	1401/175788	1404/03/18 - 04135787
31	83391	1398/6/7 9:49:21	82075090	مته دریل	51	32424000	772	176905	گمرک کیش	درب خروج	10483744	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
32	83391	1398/6/7 9:49:21	34011110	صابون حمام	20	32424000	772	176905	گمرک کیش	درب خروج	10483744	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
33	83394	1398/6/7 9:53:42	42022900	لوازم جانبی موبایل	51	37800000	900	175786	گمرک کیش	درب خروج	39530960	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
34	83400	1398/6/7 9:59:34	85044020	لوازم جانبی موبایل	24	20160000	480	175785	گمرک کیش	درب خروج	11344950	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
35	83406	1398/6/7 10:13:21	42022900	لوازم جانبی موبایل	70	46200000	1100	196678	گمرک کیش	درب خروج	67946460	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
36	83418	1398/6/7 10:23:5	85044020	لوازم جانبی موبایل	82	63000000	1500	197227	گمرک کیش	درب خروج	64168536	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
37	83427	1398/6/7 10:27:35	85414090	دیود به مارکeverlight	24	27720000	660	116069	گمرک کیش	درب خروج	6008100	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
38	83430	1398/6/7 10:34:22	85044020	لوازم جانبی موبایل	235	168000000	4000	195460	گمرک کیش	درب خروج	171184210	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
39	83436	1398/6/7 10:47:43	85044020	لوازم جانبی موبایل	83	63000000	1500	192665	گمرک کیش	درب خروج	64168260	0	در انتظار پرداخت	99/198442	1402/02139652-1402/05/03
40	83442	1398/6/7 10:59:12	76161010	مته دریل-میخ پرچ	47	18060000	430	187562	گمرک کیش	درب خروج	22295850	0	در انتظار پرداخت	1401/175788	1402/2135536-1402/03/20
41	83448	1398/6/7 11:12:10	82075090	مته دریل	56	34608000	824	182297	گمرک کیش	درب خروج	26566956	0	در انتظار پرداخت	11265486	1402/2135536-1402/03/20
42	83457	1398/6/7 11:28:14	82075090	مته دریل	37	22848000	544	182299	گمرک کیش	درب خروج	17525058	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
43	83460	1398/6/7 11:32:55	85414090	دیود به مارکeverlight	20	23100000	550	116070	گمرک کیش	درب خروج	4999785	0	در انتظار پرداخت	1401/279992	1402/02139652-1402/05/03
44	83463	1398/6/7 11:38:46	76161010	مته دریل -میخ پرچ	37	14280000	340	182298	گمرک کیش	درب خروج	99593530	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
45	83478	1398/6/9 7:51:27	82075090	مته دریل	52	31584000	752	181966	گمرک کیش	درب خروج	24241794	0	در انتظار پرداخت	98/1028392	1402/2135536-1402/03/20
46	83484	1398/6/9 8:16:23	85234990	سی دی	7	546000	13	188069	گمرک کیش	درب خروج	109200	0	در انتظار پرداخت	98/1028392	1402/02139652-1402/05/03
47	83532	1398/6/9 9:49:13	85044020	لوزم جانبی موبایل	62	47880000	1140	198603	گمرک کیش	درب خروج	48757748	0	در انتظار پرداخت	11265506	1402/02139652-1402/05/03
48	83544	1398/6/9 10:24:15	85234990	سی دی	5	420000	10	185073	گمرک کیش	درب خروج	83980	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
49	83550	1398/6/9 10:37:37	85234990	سی دی	4	420000	10	184250	گمرک کیش	درب خروج	83892	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
50	83562	1398/6/9 11:1:4	85234990	سی دی	4	420000	10	182029	گمرک کیش	درب خروج	83892	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
51	83586	1398/6/9 11:37:38	76161010	مته دریل-میخ پرچ	48	18480000	440	196673	گمرک کیش	درب خروج	22889250	0	در انتظار پرداخت	98/1028392	1402/2135536-1402/03/20
52	83625	1398/6/9 12:52:52	76161010	مته دریل-میخ پرچ	52	19740000	470	196674	گمرک کیش	درب خروج	24370770	0	در انتظار پرداخت	98/1028392	1402/2135536-1402/03/20
53	83655	1398/6/9 14:10:57	39199090	چسب شیشه 2540 با مارک تجاری ASmaco دارای انقضای سال 2009	210	420000	10	155007	گمرک کیش	درب خروج	11193336	0	در انتظار پرداخت	98/1028392	1402/02139652-1402/05/03
54	83664	1398/6/9 14:26:46	85044020	لوازم جانبی موبایل	104	79800000	1900	169893	گمرک کیش	درب خروج	81290940	0	در انتظار پرداخت	98/1028392	1402/02139652-1402/05/03
55	83670	1398/6/9 14:39:45	82075090	مته دریل	48	29400000	700	171940	گمرک کیش	درب خروج	22562210	0	در انتظار پرداخت	98/1028392	1402/2135536-1402/03/20
56	83679	1398/6/9 15:41:46	85234990	سی دی	1	420000	10	174534	گمرک کیش	درب خروج	83580	0	در انتظار پرداخت	1401/288662	1402/02139652-1402/05/03
57	83685	1398/6/9 15:51:57	87149300	خورشیدی دوچرخه(چرخ زنجیرخور هرزگرد)	138	21000000	500	103077	گمرک کیش	درب خروج	6273960	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
58	83688	1398/6/9 15:57:36	85423100	قطعه الکترونیکی-stereo audio amplifier	5	36750000	875	148632	گمرک کیش	درب خروج	7923772	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
59	83691	1398/6/9 16:3:34	91029900	ساعت مچی	17	5040000	120	105694	گمرک کیش	درب خروج	1058190	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
60	83694	1398/6/9 16:8:41	49019900	دفترچه حاوی اطلاعات وسی دی	5	588000	14	171748	گمرک کیش	درب خروج	86559	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
61	83700	1398/6/9 16:23:16	85234990	سی دی	0.6	420000	10	174902	گمرک کیش	درب خروج	83580	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
62	83703	1398/6/9 16:28:9	84717090	رم	95	588000000	14000	172555	گمرک کیش	درب خروج	128289210	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
63	83706	1398/6/9 16:34:30	85234990	سی دی	2	420000	10	184127	گمرک کیش	درب خروج	83780	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
64	83709	1398/6/9 16:39:28	85423100	قطعه الکترونیکی-stereo audio amplifier	4	29400000	700	147790	گمرک کیش	درب خروج	6330660	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
65	83712	1398/6/9 16:44:34	85234990	سی دی	5	420000	10	184126	گمرک کیش	درب خروج	83980	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
66	83718	1398/6/9 16:56:47	85234990	سی دی	0.6	420000	10	175653	گمرک کیش	درب خروج	83580	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
67	83721	1398/6/9 17:1:47	85423100	قطعه الکترونیکی-radio audio amplifier	2	7308000	174	117990	گمرک کیش	درب خروج	1553181	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
68	83724	1398/6/9 17:7:20	76161010	مته دریل-میخ پرچ	60	23100000	550	194228	گمرک کیش	درب خروج	18322710	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
69	83727	1398/6/9 17:13:10	85414090	دیود به مارک everlight	10	11592000	276	118806	گمرک کیش	درب خروج	2488176	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
70	83733	1398/6/9 17:23:9	85414090	دیود به مارکeverlight	12	13860000	330	118807	گمرک کیش	درب خروج	2983365	0	در انتظار پرداخت	99/2/30-99/198442	1400/1572777-1400/11/16
71	91305	1398/11/28 16:5:37	84733010	کیس کامپیوتر	111	160419000	3500	109373	گمرک کیش	درب خروج	223796160	0	در انتظار پرداخت	99/198442	1402/02139652-1402/05/03
72	91308	1398/11/28 16:12:41	83079000	لوله های مسی دو سر رزوه	100	37338000	889	126843	گمرک کیش	درب خروج	54174238	0	در انتظار پرداخت	1401/273632	1404/03/18 - 04135787
73	95914	1401/3/1 11:55:13	83079000	لوله های مسی دو سر رزوه	90	33600000	800	126847	گمرک کیش	درب خروج	50690962	0	در انتظار پرداخت	1401/273632	1404/03/18 - 04135787
74	127623	1401/1/21 11:6:15	85340000	برد الکترونیک سوار شده	10	14700000	350	114221	گمرک کیش	درب خروج	12929728	0	در انتظار پرداخت	1401/175788	1404/03/18 - 04135787
75	127650	1401/1/22 9:19:12	40111090	لاستیک خودرو	44	9175200	200	254504	گمرک کیش	درب خروج	4867555	0	در انتظار پرداخت	99/1216700	1404/03/18 - 04135787
76	127659	1401/1/22 9:35:41	85369010	لوازم یدکی خودرو	6	2752560	60	283847	گمرک کیش	درب خروج	2226000	0	در انتظار پرداخت	1401/175788	1404/03/18 - 04135787
77	127717	1401/1/23 13:50:5	84715020	سرور	8	18350400	400	98803	گمرک کیش	درب خروج	13780000	0	در انتظار پرداخت	1401/273632	1404/03/18 - 04135787
78	127723	1401/1/23 13:49:28	85423100	ای سی	2	3670080	80	204128	گمرک کیش	درب خروج	2756000	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
79	127726	1401/1/23 13:38:26	71049090	نگین زیرکونیوم	6	630000000	15000	133051	گمرک کیش	درب خروج	615900001	0	در انتظار پرداخت	1401/175788	1404/03/18 - 04135787
80	127747	1401/1/23 13:57:37	85369090	قطعات ریز الکترونیک	1	5505120	120	112778	گمرک کیش	درب خروج	7632000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
81	127753	1401/1/23 13:57:21	90019000	شیشه مربوط به لنز دوربین	2	2752560	60	102010	گمرک کیش	درب خروج	2226000	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
82	127756	1401/1/23 13:57:7	85369090	لوازم کامپیوتر	4	9175200	200	113122	گمرک کیش	درب خروج	12720000	0	در انتظار پرداخت	1401/175788	1404/03/18 - 04135787
83	127759	1401/1/23 13:50:27	85340000	برد سوار شده الکترونیک	2	5040000	120	107623	گمرک کیش	درب خروج	1572500	0	در انتظار پرداخت	1401/279988	1402/02139652-1402/05/03
84	127762	1401/1/23 13:56:57	85340000	برد سوار شده الکترونیک	1	2520000	60	112106	گمرک کیش	درب خروج	788160	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
85	127765	1401/1/23 13:56:41	85340000	برد مونتاژ شده	1	2520000	60	107838	گمرک کیش	درب خروج	804788	0	در انتظار پرداخت	1216700/99	1402/02139652-1402/05/03
86	127771	1401/1/23 12:9:14	85369090	مدار	0.5	917520	20	98962	گمرک کیش	درب خروج	1245000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
87	127774	1401/1/23 13:56:26	85322510	لوازم کامپیوتر	3	5505120	120	113285	گمرک کیش	درب خروج	4134000	0	در انتظار پرداخت	11265873	1402/02139652-1402/05/03
88	127777	1401/1/23 13:56:16	91011900	ساعت مچی مارکهای rolex و devilte	3	17640000	420	109762	گمرک کیش	درب خروج	2566622	0	در انتظار پرداخت	1401/141558	1402/02139652-1402/05/03
89	127786	1401/1/23 13:56:3	91011900	ساعت	15	97020000	2310	112734	گمرک کیش	درب خروج	79579500	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
90	127789	1401/1/23 13:55:48	91012900	ساعت	5	42840000	1020	113047	گمرک کیش	درب خروج	35139000	0	در انتظار پرداخت	99/198442	1402/02139652-1402/05/03
91	127795	1401/1/23 13:55:10	85322510	IC  الکترونیک	0.5	1835040	40	111571	گمرک کیش	درب خروج	1378000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
92	127798	1401/1/23 13:54:42	85340000	مدار	1	2293800	50	106727	گمرک کیش	درب خروج	1855000	0	در انتظار پرداخت	11265995	1402/02139652-1402/05/03
93	127801	1401/1/23 13:52:41	85423100	ای سی	3	5505120	120	115192	گمرک کیش	درب خروج	4935090	0	در انتظار پرداخت	11265786	1402/02139652-1402/05/03
94	127807	1401/1/23 13:53:18	90019000	لنز دوربین	3	3853584	84	97248	گمرک کیش	درب خروج	3116400	0	در انتظار پرداخت	11265735	1402/02139652-1402/05/03
95	127813	1401/1/23 13:52:16	91012900	ساعت	1	10080000	240	109000	گمرک کیش	درب خروج	8268000	0	در انتظار پرداخت	1401/141558	1402/02139652-1402/05/03
96	127816	1401/1/23 13:54:27	84733010	لوازم کامپیوتر (کیس)	5	4587600	100	98506	گمرک کیش	درب خروج	6360000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
97	127819	1401/1/23 13:51:53	85044040	لوازم کامپیوتر	80	16800000	400	117674	گمرک کیش	درب خروج	6360500	0	در انتظار پرداخت	1401/273632	1404/03/18 - 04135787
98	127852	1401/1/23 13:37:31	73151100	زنجیر دوچرخه	20	2752560	60	197815	گمرک کیش	درب خروج	3021000	0	در انتظار پرداخت	11265945	1402/02139652-1402/05/03
99	127858	1401/1/23 13:37:13	85340000	برد سوار شده مارک INTEL و  پاور بمارک SAVVY مدل SM-300	600	882000000	21000	115841	گمرک کیش	درب خروج	273863000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
100	127861	1401/1/23 13:36:49	85340000	برد سوار شده الکترونیک	80	117600000	2800	117688	گمرک کیش	درب خروج	103841211	0	در انتظار پرداخت	1401/175788	1404/03/18 - 04135787
101	127864	1401/1/23 13:36:4	84145990	فن کامپیوتر	30	6881400	150	111374	گمرک کیش	درب خروج	5565000	0	در انتظار پرداخت	1401/199089	1402/02139652-1402/05/03
102	127867	1401/1/23 13:35:33	85287110	سیستم دیجیتال	2	16800000	400	122001	گمرک کیش	درب خروج	6360482	0	در انتظار پرداخت	1401/198076	1402/02139652-1402/05/03
103	127870	1401/1/23 13:32:25	72169990	لوازم سقف کاذب	80	6881400	150	170195	گمرک کیش	درب خروج	5565000	0	در انتظار پرداخت	1401/175788	1404/03/18 - 04135787
104	127876	1401/1/23 13:34:33	85171890	تلفن رومیزی به مارک SENAO	1000	504000000	12000	106496	گمرک کیش	درب خروج	763200000	0	در انتظار پرداخت	11264520	1402/2135536-1402/03/20
105	127879	1401/1/23 13:33:32	85369090	قطعه کامپیوتر مارک INTEL CELERON PROCESSOR	60	50400000	1200	107817	گمرک کیش	درب خروج	19081560	0	در انتظار پرداخت	11265535	1402/02139652-1402/05/03
106	127891	1401/1/23 13:29:54	84145920	فن کامپیوتر	120	50400000	1200	123779	گمرک کیش	درب خروج	15725000	0	در انتظار پرداخت	1401/141558	1404/03/18 - 04135787
107	127894	1401/1/23 13:58:32	84145990	کامپیوتر	150	63000000	1500	107369	گمرک کیش	درب خروج	19404000	0	در انتظار پرداخت	1401/273632	1404/03/18 - 04135787
108	127897	1401/1/23 13:58:58	85340000	برد سوار شده الکترونیک	8	11760000	280	131041	گمرک کیش	درب خروج	10388000	0	در انتظار پرداخت	1401/274863	1402/02139652-1402/05/03
109	127900	1401/1/23 13:59:13	85163100	سشوار -تمیز کننده اولتراسونیک و دستگاه دوخت	40	50400000	1200	102009	گمرک کیش	درب خروج	22438100	0	در انتظار پرداخت	1401/273632	1404/03/18 - 04135787
110	128156	1401/2/6 14:31:16	85183010	هندزفری باسیم مارک BLUETOOTH و ACTION	50	168000000	4000	166606	گمرک کیش	درب خروج	137800000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
111	128159	1401/2/6 14:31:26	39269099	کاور ژله ای موبایل	35	29400000	700	191768	گمرک کیش	درب خروج	25970000	0	در انتظار پرداخت	1401/273632	1402/02139652-1402/05/03
112	128162	1401/2/9 14:17:49	39269099	کاور ژله ای موبایل یه مارک LINK BITS	40	33600000	800	164308	گمرک کیش	درب خروج	40880000	0	در انتظار پرداخت	1401/274774	1404/03/18 - 04135787
113	128165	1401/2/6 14:31:53	85183010	هندز فری به مارک ACTION	25	84000000	2000	167286	گمرک کیش	درب خروج	68900000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
114	128168	1401/2/6 14:20:8	39269099	قاب موبایل و هنذفری	20	16800000	400	171909	گمرک کیش	درب خروج	14840000	0	در انتظار پرداخت	1401/273632	1402/02139652-1402/05/03
115	128198	1401/2/5 10:36:22	91012900	ساعت مچی مارک رولکس و کارتیر	10	44100000	1050	111535	گمرک کیش	درب خروج	36172500	0	در انتظار پرداخت	1401/273632	1402/02139652-1402/05/03
116	128201	1401/2/5 10:36:7	91011900	ساعت مچی  استیل مارک رولکس و کارتیر	4	13860000	330	106439	گمرک کیش	درب خروج	11368500	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
117	128204	1401/2/5 10:36:38	62046200	پوشاک	2	1680000	40	113390	گمرک کیش	درب خروج	6784000	0	در انتظار پرداخت	1401/198132	1402/02139652-1402/05/03
118	128213	1401/2/6 14:30:35	85044020	شارژر فندکی مارک NOKIA	30	31500000	750	183015	گمرک کیش	درب خروج	47700000	0	در انتظار پرداخت	1401/175788	1402/02139652-1402/05/03
119	128267	1401/2/6 14:14:27	40091110	لوازم کولرعایق از جنس فوم مشکی رنگ	25	7350000	175	260703	گمرک کیش	درب خروج	13448750	0	در انتظار پرداخت	1401/198069	1402/02139652-1402/05/03
120	128270	1401/2/7 15:46:31	87116030	موتورسیکلت برقی ( قابل سوار شدن  2 نفر بزرگ )	120	420000000	10000	500774	گمرک کیش	درب خروج	344527000	0	در انتظار پرداخت	1401/273632	1402/2135536-1402/03/20
121	128296	1401/2/6 16:31:12	85235100	CD سی دی	3	840000	20	189146	گمرک کیش	درب خروج	689000	0	در انتظار پرداخت	1401/141558	1402/02139652-1402/05/03
122	128302	1401/2/9 10:36:49	85235100	CD سی دی	0.5	126000	3	182685	گمرک کیش	درب خروج	103347	0	در انتظار پرداخت	1401/175788	1404/03/18 - 04135787
123	128308	1401/2/9 10:36:35	85235100	CD سی دی	1	252000	6	193710	گمرک کیش	درب خروج	36814	0	در انتظار پرداخت	1401/198088	1402/02139652-1402/05/03
124	128311	1401/2/9 10:37:20	85369090	مدار ریز الکترونیکی به مارک DOUDLEA	0.5	420000	10	207179	گمرک کیش	درب خروج	795028	0	در انتظار پرداخت	1401/273618	1402/02139652-1402/05/03
125	128314	1401/2/9 10:37:41	85369090	مدار ریز الکترونیکی	5	4200000	100	206244	گمرک کیش	درب خروج	6360000	0	در انتظار پرداخت	1401/273621	1402/02139652-1402/05/03
126	128320	1401/2/6 16:13:13	85235100	CD به مارک ECLIPSE	3	840000	20	152211	گمرک کیش	درب خروج	689000	0	در انتظار پرداخت	99/198442	1402/02139652-1402/05/03
127	128329	1401/2/9 11:21:14	85235100	CD سی دی	3	840000	20	190870	گمرک کیش	درب خروج	689000	0	در انتظار پرداخت	1401/273625	1402/02139652-1402/05/03
128	128341	1401/2/9 14:20:29	85011010	موتور کوچک (ارمیچر ) به مشخصه MABUONI	20	42000000	1000	207224	گمرک کیش	درب خروج	50204200	0	در انتظار پرداخت	1401/273632	1402/2135536-1402/03/20
129	128344	1401/2/9 10:37:34	85012000	موتور درب برقی به مارک DREOM	1	420000	10	116045	گمرک کیش	درب خروج	371000	0	در انتظار پرداخت	11264638	1402/02139652-1402/05/03
130	128347	1401/2/9 16:0:52	87071090	مدار الکترونیکی	10	8400000	200	206192	گمرک کیش	درب خروج	10108000	0	در انتظار پرداخت	99/198442	1402/02139652-1402/05/03
131	128356	1401/2/6 16:42:7	82023100	سنگ فرز مارک TOPAN	20	5040000	120	135076	گمرک کیش	درب خروج	6768000	0	در انتظار پرداخت	99/198442	1402/2135536-1402/03/20
132	128359	1401/2/7 15:51:54	85369090	قطعات شاخه ای  الکترونیک	200	168000000	4000	105226	گمرک کیش	درب خروج	254400000	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
133	128362	1401/2/9 10:37:27	85235100	زونکن اوراق و CD	1	252000	6	134545	گمرک کیش	درب خروج	206700	0	در انتظار پرداخت	1401/274741	1402/02139652-1402/05/03
134	128365	1401/2/9 14:20:18	68041000	سنگ فرزمارک BIN HAM	800	168000000	4000	138641	گمرک کیش	درب خروج	137800000	0	در انتظار پرداخت	1401/274448	1402/2135536-1402/03/20
135	128377	1401/2/6 15:13:24	82075090	مته دریل	48	34440000	820	194399	گمرک کیش	درب خروج	30422000	0	در انتظار پرداخت	99/1216700	1402/2135536-1402/03/20
136	128380	1401/2/7 15:52:17	85369090	قطعات ریز الکترونیک	0.2	420000	10	113011	گمرک کیش	درب خروج	636000	0	در انتظار پرداخت	99/1216700	1402/02139652-1402/05/03
137	128383	1401/2/6 15:13:41	82075090	مته دریل مارک HSS	20	16800000	400	194401	گمرک کیش	درب خروج	14840000	0	در انتظار پرداخت	99/198442	1402/2135536-1402/03/20
